"id","market_and_exchange_names","report_date_as_yyyy_mm_dd","cftc_contract_market_code","open_interest_all","noncomm_positions_long_all","noncomm_positions_short_all"
"061107209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2006-11-07T00:00:00.000","209742","473590","143543","161066"
"0611141170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2006-11-14T00:00:00.000","1170E1","49627","7482","11112"
"06111413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2006-11-14T00:00:00.000","13874A","1738166","457652","356472"
"061114209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2006-11-14T00:00:00.000","209742","492403","156663","162904"
"0611211170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2006-11-21T00:00:00.000","1170E1","34767","3786","11149"
"06112113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2006-11-21T00:00:00.000","13874A","1785579","453399","341088"
"061121209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2006-11-21T00:00:00.000","209742","542633","172063","162229"
"0611281170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2006-11-28T00:00:00.000","1170E1","37441","3786","11123"
"06112813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2006-11-28T00:00:00.000","13874A","1808800","459413","342765"
"061128209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2006-11-28T00:00:00.000","209742","511004","168888","162932"
"0612051170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2006-12-05T00:00:00.000","1170E1","39246","3884","11748"
"06120513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2006-12-05T00:00:00.000","13874A","1961863","479055","393720"
"061205209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2006-12-05T00:00:00.000","209742","532332","181763","155160"
"0612121170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2006-12-12T00:00:00.000","1170E1","40895","4086","11035"
"06121213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2006-12-12T00:00:00.000","13874A","2361730","511473","408126"
"061212209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2006-12-12T00:00:00.000","209742","607635","159020","169581"
"0612191170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2006-12-19T00:00:00.000","1170E1","36684","3488","11188"
"06121913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2006-12-19T00:00:00.000","13874A","1504936","348753","237951"
"061219209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2006-12-19T00:00:00.000","209742","311209","139859","83656"
"06122613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2006-12-26T00:00:00.000","13874A","1489606","298877","216573"
"061226209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2006-12-26T00:00:00.000","209742","320899","115461","99123"
"0701031170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-01-03T00:00:00.000","1170E1","34191","3636","11131"
"07010313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-01-03T00:00:00.000","13874A","1518364","312818","221793"
"070103209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-01-03T00:00:00.000","209742","359107","118457","113636"
"0701091170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-01-09T00:00:00.000","1170E1","34130","4160","10697"
"07010913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-01-09T00:00:00.000","13874A","1584567","330127","232355"
"070109209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-01-09T00:00:00.000","209742","338155","112770","84809"
"0701161170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-01-16T00:00:00.000","1170E1","38528","5286","10684"
"07011613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-01-16T00:00:00.000","13874A","1647575","373591","232598"
"070116209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-01-16T00:00:00.000","209742","377805","144320","111162"
"0701231170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-01-23T00:00:00.000","1170E1","35584","4696","9834"
"07012313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-01-23T00:00:00.000","13874A","1664762","356626","282212"
"070123209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-01-23T00:00:00.000","209742","385115","145827","113980"
"0701301170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-01-30T00:00:00.000","1170E1","34944","4548","9383"
"07013013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-01-30T00:00:00.000","13874A","1669513","350983","310695"
"070130209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-01-30T00:00:00.000","209742","330592","128940","125456"
"0702061170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-02-06T00:00:00.000","1170E1","39150","6177","10312"
"07020613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-02-06T00:00:00.000","13874A","1726207","396781","333617"
"070206209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-02-06T00:00:00.000","209742","335224","114016","149149"
"0702131170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-02-13T00:00:00.000","1170E1","39866","5658","7966"
"07021313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-02-13T00:00:00.000","13874A","1783100","405234","347024"
"070213209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-02-13T00:00:00.000","209742","358493","115345","157213"
"0702201170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-02-20T00:00:00.000","1170E1","32486","3641","7328"
"07022013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-02-20T00:00:00.000","13874A","1869638","421264","411111"
"070220209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-02-20T00:00:00.000","209742","366428","146154","167024"
"0702271170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-02-27T00:00:00.000","1170E1","36116","3704","6762"
"07022713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-02-27T00:00:00.000","13874A","2006422","420637","449696"
"070227209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-02-27T00:00:00.000","209742","379075","112513","163611"
"0703061170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-03-06T00:00:00.000","1170E1","38748","3158","3068"
"07030613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-03-06T00:00:00.000","13874A","2101358","341698","465385"
"070306209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-03-06T00:00:00.000","209742","438592","63195","148416"
"0703131170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-03-13T00:00:00.000","1170E1","37055","4080","2993"
"07031313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-03-13T00:00:00.000","13874A","2700111","383393","586524"
"070313209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-03-13T00:00:00.000","209742","599120","52695","177321"
"0703201170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-03-20T00:00:00.000","1170E1","45055","3911","4189"
"07032013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-03-20T00:00:00.000","13874A","1696188","279486","528759"
"070320209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-03-20T00:00:00.000","209742","329880","47691","136219"
"0703271170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-03-27T00:00:00.000","1170E1","41374","3780","6867"
"07032713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-03-27T00:00:00.000","13874A","1741510","293299","585715"
"070327209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-03-27T00:00:00.000","209742","331474","65226","135253"
"0704031170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-04-03T00:00:00.000","1170E1","42319","3173","6748"
"07040313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-04-03T00:00:00.000","13874A","1873931","299690","646898"
"070403209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-04-03T00:00:00.000","209742","350189","88484","137020"
"0704101170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-04-10T00:00:00.000","1170E1","45726","1995","6535"
"07041013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-04-10T00:00:00.000","13874A","1887175","301481","626479"
"070410209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-04-10T00:00:00.000","209742","379259","74384","149764"
"0704171170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-04-17T00:00:00.000","1170E1","46313","3000","7986"
"07041713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-04-17T00:00:00.000","13874A","1945192","301911","633203"
"070417209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-04-17T00:00:00.000","209742","392546","92086","162166"
"0704241170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-04-24T00:00:00.000","1170E1","37795","1940","7226"
"07042413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-04-24T00:00:00.000","13874A","2035415","360840","648115"
"070424209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-04-24T00:00:00.000","209742","429952","113222","179192"
"0705011170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-05-01T00:00:00.000","1170E1","41002","3198","8339"
"07050113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-05-01T00:00:00.000","13874A","1993806","376405","560286"
"070501209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-05-01T00:00:00.000","209742","459779","155351","163933"
"0705081170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-05-08T00:00:00.000","1170E1","48453","4864","8803"
"07050813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-05-08T00:00:00.000","13874A","2008221","407570","592589"
"070508209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-05-08T00:00:00.000","209742","473906","162777","171709"
"0705151170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-05-15T00:00:00.000","1170E1","55705","6311","9419"
"07051513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-05-15T00:00:00.000","13874A","2010006","425206","599999"
"070515209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-05-15T00:00:00.000","209742","458310","149707","180772"
"0705221170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-05-22T00:00:00.000","1170E1","51613","6308","11265"
"07052213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-05-22T00:00:00.000","13874A","2160963","454487","688565"
"070522209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-05-22T00:00:00.000","209742","472751","172479","176004"
"0705291170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-05-29T00:00:00.000","1170E1","42577","7022","11456"
"07052913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-05-29T00:00:00.000","13874A","2200527","455830","721765"
"070529209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-05-29T00:00:00.000","209742","455492","145953","175150"
"0706051170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-06-05T00:00:00.000","1170E1","42818","8721","12788"
"07060513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-06-05T00:00:00.000","13874A","2405114","494616","759244"
"070605209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-06-05T00:00:00.000","209742","477255","163399","196888"
"0706121170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-06-12T00:00:00.000","1170E1","48002","9284","13404"
"07061213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-06-12T00:00:00.000","13874A","2861518","478837","745970"
"070612209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-06-12T00:00:00.000","209742","605929","146359","203800"
"0706191170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-06-19T00:00:00.000","1170E1","49534","8885","13402"
"07061913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-06-19T00:00:00.000","13874A","1577585","388811","431915"
"070619209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-06-19T00:00:00.000","209742","357164","141631","97660"
"0706261170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-06-26T00:00:00.000","1170E1","49542","8096","10498"
"07062613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-06-26T00:00:00.000","13874A","1642944","390155","475032"
"070626209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-06-26T00:00:00.000","209742","368787","123529","96965"
"0707031170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-07-03T00:00:00.000","1170E1","49924","8681","12135"
"07070313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-07-03T00:00:00.000","13874A","1619924","358140","502690"
"070703209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-07-03T00:00:00.000","209742","395201","138193","91679"
"0707101170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-07-10T00:00:00.000","1170E1","55619","9182","12783"
"07071013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-07-10T00:00:00.000","13874A","1682680","350879","544207"
"070710209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-07-10T00:00:00.000","209742","395988","137073","104877"
"0707171170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-07-17T00:00:00.000","1170E1","61073","11269","14835"
"07071713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-07-17T00:00:00.000","13874A","1702051","355023","591822"
"070717209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-07-17T00:00:00.000","209742","416450","157808","111291"
"0707241170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-07-24T00:00:00.000","1170E1","63478","12508","14123"
"07072413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-07-24T00:00:00.000","13874A","1787275","342610","640676"
"070724209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-07-24T00:00:00.000","209742","442654","176869","100138"
"0707311170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-07-31T00:00:00.000","1170E1","70351","11900","15483"
"07073113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-07-31T00:00:00.000","13874A","1981173","347867","685643"
"070731209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-07-31T00:00:00.000","209742","450054","171115","110261"
"0708071170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-08-07T00:00:00.000","1170E1","81959","8281","15842"
"07080713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-08-07T00:00:00.000","13874A","2111980","341914","687186"
"070807209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-08-07T00:00:00.000","209742","450183","150411","101856"
"0708141170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-08-14T00:00:00.000","1170E1","84569","7943","18186"
"07081413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-08-14T00:00:00.000","13874A","2121969","370333","700528"
"070814209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-08-14T00:00:00.000","209742","429354","143306","116511"
"0708211170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-08-21T00:00:00.000","1170E1","84509","9146","16916"
"07082113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-08-21T00:00:00.000","13874A","2085581","329207","707288"
"070821209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-08-21T00:00:00.000","209742","418030","128923","128436"
"0708281170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-08-28T00:00:00.000","1170E1","62933","5751","9998"
"07082813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-08-28T00:00:00.000","13874A","2115440","332784","697934"
"070828209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-08-28T00:00:00.000","209742","410512","124741","131035"
"0709041170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-09-04T00:00:00.000","1170E1","64514","7175","9687"
"07090413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-09-04T00:00:00.000","13874A","2086435","302875","670612"
"070904209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-09-04T00:00:00.000","209742","438432","114734","102016"
"0709111170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-09-11T00:00:00.000","1170E1","69634","8437","9599"
"07091113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-09-11T00:00:00.000","13874A","2264864","294860","703513"
"070911209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-09-11T00:00:00.000","209742","488863","117571","107085"
"0709181170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-09-18T00:00:00.000","1170E1","71878","8412","9073"
"07091813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-09-18T00:00:00.000","13874A","2851893","297650","693183"
"070918209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-09-18T00:00:00.000","209742","573788","130320","105712"
"0709251170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-09-25T00:00:00.000","1170E1","68704","9301","8102"
"07092513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-09-25T00:00:00.000","13874A","1747463","292818","444251"
"070925209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-09-25T00:00:00.000","209742","325577","111158","102961"
"0710021170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-10-02T00:00:00.000","1170E1","76269","12189","10866"
"07100213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-10-02T00:00:00.000","13874A","1865981","308356","509548"
"071002209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-10-02T00:00:00.000","209742","376929","143475","114495"
"0710091170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-10-09T00:00:00.000","1170E1","79984","13282","10026"
"07100913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-10-09T00:00:00.000","13874A","1950942","326945","542172"
"071009209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-10-09T00:00:00.000","209742","406680","159155","126658"
"0710161170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-10-16T00:00:00.000","1170E1","86208","10963","8476"
"07101613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-10-16T00:00:00.000","13874A","2000172","328769","517493"
"071016209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-10-16T00:00:00.000","209742","421054","175111","124606"
"0710231170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-10-23T00:00:00.000","1170E1","73597","10281","10772"
"07102313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-10-23T00:00:00.000","13874A","1977779","307450","528662"
"071023209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-10-23T00:00:00.000","209742","429715","175217","134668"
"0710301170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-10-30T00:00:00.000","1170E1","73898","10594","9994"
"07103013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-10-30T00:00:00.000","13874A","2026594","325433","544199"
"071030209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-10-30T00:00:00.000","209742","432608","164499","146656"
"0711061170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-11-06T00:00:00.000","1170E1","77811","10328","13378"
"07110613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-11-06T00:00:00.000","13874A","2036619","291436","568503"
"071106209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-11-06T00:00:00.000","209742","448210","161728","165865"
"0711131170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-11-13T00:00:00.000","1170E1","81912","9259","13749"
"07111313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-11-13T00:00:00.000","13874A","2055383","278957","531332"
"071113209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-11-13T00:00:00.000","209742","438287","128989","153032"
"0711201170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-11-20T00:00:00.000","1170E1","91566","8372","12896"
"07112013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-11-20T00:00:00.000","13874A","2149374","302744","528415"
"071120209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-11-20T00:00:00.000","209742","432349","121218","177857"
"0711271170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-11-27T00:00:00.000","1170E1","58570","6160","10754"
"07112713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-11-27T00:00:00.000","13874A","2150535","314271","504882"
"071127209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-11-27T00:00:00.000","209742","428044","127476","195723"
"0712041170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-12-04T00:00:00.000","1170E1","59689","6148","20229"
"07120413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-12-04T00:00:00.000","13874A","2164011","263575","541885"
"071204209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-12-04T00:00:00.000","209742","417364","126995","182452"
"0712111170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-12-11T00:00:00.000","1170E1","62050","5970","18018"
"07121113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-12-11T00:00:00.000","13874A","2342983","286660","570485"
"071211209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-12-11T00:00:00.000","209742","443585","113153","187144"
"0712181170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2007-12-18T00:00:00.000","1170E1","65878","5955","20293"
"07121813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-12-18T00:00:00.000","13874A","2757399","352902","523363"
"071218209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-12-18T00:00:00.000","209742","545657","104296","182445"
"07122413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-12-24T00:00:00.000","13874A","1747039","324073","408214"
"071224209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-12-24T00:00:00.000","209742","282512","77853","127795"
"07123113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2007-12-31T00:00:00.000","13874A","1725583","354831","431536"
"071231209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2007-12-31T00:00:00.000","209742","283298","87463","138614"
"0801081170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2008-01-08T00:00:00.000","1170E1","59757","6179","18557"
"08010813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2008-01-08T00:00:00.000","13874A","1993208","415437","533566"
"080108209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2008-01-08T00:00:00.000","209742","334132","116810","162852"
"0801151170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2008-01-15T00:00:00.000","1170E1","59909","7075","22932"
"08011513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2008-01-15T00:00:00.000","13874A","2139579","434100","521069"
"080115209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2008-01-15T00:00:00.000","209742","358574","88063","174111"
"0801221170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2008-01-22T00:00:00.000","1170E1","56108","5357","22155"
"08012213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2008-01-22T00:00:00.000","13874A","2509683","522510","483069"
